question,answer,category,table_id,answer_format
How many years longer was Miloš Obrenović's first reign as Prince of Serbia compared to his reign as Grand Vožd of Serbia?,20,emperor,765,<num_years>
How many years longer was Mohammad-Ali Foroughi's second term as 22nd Prime Minister of Iran than his first term?,1,office holder,928,<num_years>
What year did the first launch from Site 200 occur?,1980,launchpad,629,yyyy
How many years longer was Peter III's reign as King of Aragon and Valencia than as King of Sicily?,6,emperor,122,<num_years>
On what date did Aaron turn 30?,"February 25, 2022",figure skating,747,"%B %d, %Y"
How many years longer was the period between the Hammadid and the Zayyanid dynasties compared to the period between the Rustamid and the Zirid dynasties?,25,country,436,<num_years>
How many years longer was the second renovation than the first at the Birmingham–Jefferson Convention Complex?,2,monument,751,<num_years>
How many years longer was the time between the fourth and fifth editions than between the first and second editions?,7,board game,1147,<num_years>
How many years longer was the time between the Second Age and the 30th Anniversary Edition than between the first and second editions?,4,board game,1163,<num_years>
How many months ago did Max Aaron retire?,56,figure skating,747,<num_months>
"What is the time difference in years between the first and last launch at site 200/40, rounded to the nearest year?",14,launchpad,629,<num_years>
"What year did the most recent owner of 20th Century Studios, Inc. acquire the company?",2019,company,592,yyyy
"What is the time span of Sri Lanka's World Test Championship appearances, in years?",2,national cricket team,1191,<num_years>
What year did the Space Shuttle program's first flight occur?,1977,space program,1062,yyyy
What year did the Unified Soviet Armed Forces begin to be divided?,1992,event,1056,yyyy
How many years longer was the time between the withdrawal of the B-24 Skua from the front line and its withdrawal from other duties than the time between its first flight and introduction?,3,aircraft,226,<num_years>
"How many years longer was Theo Bot in office as Ambassador of the Netherlands to Canada than as Minister of Education, Arts and Sciences?",3,person,915,<num_years>
How many years longer was Watanjar's third term as Minister of Internal Affairs than his first term?,1,office holder,913,<num_years>
How many years longer was Yamin in office as the 8th Minister of National Education than as the 6th Minister of Law?,1,office holder,861,<num_years>
How many years longer was Zidane's senior career than his youth career?,9,footballer,40,<num_years>
What year did the X-15 take its first flight?,1959,space program,1132,yyyy
How many years longer were Italy and the Axis belligerents than Hungary?,2,military conflict,1012,<num_years>
"What year did Thomas Eakins paint ""The Gross Clinic""?",1875,painter,356,yyyy
How many years old is the Palace of Westminster?,1006,monument,726,<num_years>
How many years old was the constitution when the 2021 Myanmar protests aimed to abolish it?,13,current war,964,<num_years>
How many years old was the Victorian Regional Channels Authority when the Transport Integration Act 2010 was implemented?,6,agency,1143,<num_years>
How many years passed before Heiko Kroeger won another medal after his 2000 Olympics gold?,12,sailor,677,<num_years>
How many years passed between China's first appearance in the Summer Olympics and its first in the Winter Olympics?,28,athelete,1024,<num_years>
How many years passed between Diegel's first PGA Championship win and his T16 finish at the Masters?,6,golf,68,<num_years>
How many years passed between Nicklaus's first U.S. Open win and his final Masters Tournament victory?,24,golf,66,<num_years>
How many years passed between the end of the Billie Mae Richards TV specials and the film in which Blitzen was Rudolph's father?,12,character,1095,<num_years>
"How many years passed between the first and last release of ""3 a.m. Eternal""?",3,music,1071,<num_years>
How many years passed between the first and revised issues of Heroes Unlimited?,3,game,1151,<num_years>
How many years passed between the first and second editions of Atlantis?,1,board game,1163,<num_years>
How many years passed between the first flight and the introduction of the JF-17 Thunder?,4,fighter,229,<num_years>
How many years passed between the groundbreaking and the opening of the Carrier Dome?,2,stadium,621,<num_years>
How many years passed between the time INS Trishul was ordered and it was laid down?,2,navy vessel,1113,<num_years>
How many years passed from the time INS Trishul was ordered until its launch?,3,navy vessel,1113,<num_years>
How many years prior to Agustin I's rule was the Plan of Iguala?,1,empire,433,<num_years>
What year did Tony Stewart win his first NASCAR Cup Series race?,1999,racing,272,yyyy
How many years prior to Cumberbatch turning 45 was the picture taken?,2,actor,3,<num_years>
What year did Tony Stewart win his last NASCAR Cup Series race?,2016,racing,272,yyyy
How many years prior to the Games of the XXXI Olympiad was the related event to the Men's 4 × 200 metre freestyle relay?,4,athelete,963,<num_years>
What is the total number of years that the Space Shuttle program lasted?,39,space program,1062,<num_years>
"What year was ""21st Century Breakdown"" released?",2009,song,1070,yyyy
"What year was ""3 a.m. Eternal"" originally released?",1989,music,1071,yyyy
How many years separate Arntzen's most recent gold medal from her earliest gold medal?,7,handball,493,<num_years>
"What year was ""8 Mile"" released?",2002,movie,1077,yyyy
How many years separate Carolina Albuquerque's silver medals in the World Grand Prix and the World Championship?,7,volleyball,93,<num_years>
What year was Abdul Jeelani's last year in college?,1976,ice hockey,561,yyyy
What year was AC/DC formed?,1973,musician,468,yyyy
How many years separate the time Sam Snead began playing professionally and his death?,68,golf,70,<num_years>
How many years separate the two gold medals that Thiago Alves won in the World Grand Championships Cup?,4,volleyball,96,<num_years>
How many years separate Wang Xiaoli's gold medal at the London World Championship from her gold medal at the Asian Junior Championships?,5,badminton,174,<num_years>
How many years separate Yuqi's silver medal at the World Championship from his silver at the Asian Junior Championships?,6,badminton,166,<num_years>
How many years separated the formation of V/Line Corporation as a State Transport Authority from it becoming a statutory authority?,20,agency,1141,<num_years>
How many years separated the X-15's first flight from its retirement?,9,space program,1132,<num_years>
How many years was Aslam Watanjar Minister of Defense?,2,office holder,913,<num_years>
How many years was Belus Smawley's career active since 1946?,6,basketball,566,<num_years>
How many months ago did Melissa L. Coates die?,18,body builder,806,<num_months>
How many years was Bill Hewitt in an active career?,6,basketball,568,<num_years>
What is the year gap between Hungary's latest Winter Olympics and Summer Olympics appearances?,2,athelete,1026,<num_years>
How many years was Cheltenham Spa station open before its first closure?,9,railway,465,<num_years>
How many years was Cheltenham Spa station operational after reopening in 1919?,47,railway,465,<num_years>
How many years was Chuck Howley a 5× First-team All-Pro?,5,rugby,74,<num_years>
How many years was Derrick Summers's playing career?,8,nfl,551,<num_years>
How many years was Hulk Hogan active as a wrestler?,35,wrestling,339,<num_years>
How many years was Joan Crawford active?,50,actor,8,<num_years>
How many years was Joan Crawford active?,50,actor,8,<num_years>
How many years was Joan Crawford's career active?,50,actor,8,<num_years>
What month and year was Heroes Unlimited first available?,August 1984,game,1151,%B %Y
How many years was Marja-Liisa Kirvesniemi married to Harri Kirvesniemi?,27,skier,804,<num_years>
How many years was Mohammad-Ali Foroughi a member of the Parliament of Iran?,12,office holder,928,<num_years>
How many years was Murilo Bustamante active in his MMA career?,21,martial artist,849,<num_years>
How many years was Murilo Bustamante active in MMA?,21,martial artist,849,<num_years>
How many years was Paul Gauguin married to Mette-Sophie Gad?,21,painter,349,<num_years>
How many years was Rolling Stone on tour between 2012 and 2016?,4,concert,1035,<num_years>
How many years was Steve Jobs active in his career?,35,person,353,<num_years>
How many years was Steve Jobs in a relationship with his partner Chrisann Brennan?,5,person,353,<num_years>
How many years was the Coordination Center for Ethnic Germans operational from 1937?,8,agency,1139,<num_years>
How many years was the Probe game active?,18,board game,1188,<num_years>
How many years was the stadium called Tractor Stadium?,14,stadium,627,<num_years>
How many years was the X-15 in service before it was retired?,54,space program,1132,<num_years>
How many years was Theo Bot in the Reserve before going to active duty?,4,person,915,<num_years>
How many years was there between the start of Uzi Vogelman's term as Deputy President and the end of his jurist term?,2,court,257,<num_years>
How many years was Yale University known as Collegiate School?,17,university,611,<num_years>
How many years were B-24 Skuas on the front line?,3,aircraft,226,<num_years>
How many years were between Boltasseva's awards as Fellow of the Materials Research Society and Fellow of The Optical Society?,6,scientist,315,<num_years>
How many years were between Carl Stockdale and Julian Rhind-Tutt playing Monks?,85,character,1104,<num_years>
How many years were between Charlton Heston portraying and voicing the character?,44,character,1101,<num_years>
How many years were between Glock's best finish in his DTM career and his first best finish in his Champ Car career?,13,car driver,523,<num_years>
How many years were between Mišić's ordination and consecration?,30,christian leader,824,<num_years>
How many years were between Pettersen's first gold medal and her last?,4,skier,781,<num_years>
How many years were between the establishment of the first ceasefire and the eruption of a wider conflict?,5,current war,990,<num_years>
How many years were between the first edition of Atlantis and the 30th anniversary edition?,35,board game,1163,<num_years>
What year was Arrow identified as part of Rudolph the Red-Nosed Reindeer's family?,1998,character,1095,yyyy
How many years were between the time Antiga first played professionally and when he began coaching?,20,volleyball,588,<num_years>
How many years were Joan Crawford and Alfred Steele married?,4,actor,8,<num_years>
What year was Atlantis first published?,1984,board game,1163,yyyy
How many years were Steven Paul Jobs and Chrisann Brennan partners?,5,person,353,<num_years>
How many years were there between Bev Francis's pro debut in 1983 and her best win?,4,body builder,778,<num_years>
What was Art Wilson's last year playing in Major League Baseball?,1921,baseball,400,yyyy
How many years were there between Carolijn Brouwer competing for the Netherlands and Belgium?,6,sailor,668,<num_years>
How many years were there between independence from Russia and independence from the USSR?,73,country,438,<num_years>
How many years were there between Jager's gold medals at the Los Angeles Olympics and his gold medals at the Edmonton Pan Am Games?,7,swimming,118,<num_years>
How many years were there between Nicki Minaj's relationships with Safaree Samuels and Meek Mill?,1,musician,347,<num_years>
How many years were there between Owen joining Real Madrid and leaving Manchester United?,8,footballer,479,<num_years>
How many years were there between the end of the last monarch's reign and the establishment of Denmark-Norway?,14,empire,430,<num_years>
How many years were there between the first flight of the X-15 and when it was retired?,9,space program,1132,<num_years>
How many days after the 2014 Ludian earthquake were 112 people reported missing?,5,earthquake,1042,<num_days>
How old was Aaron when he first began skating?,4,figure skating,747,<num_years>
How old was Adolf von Baeyer when he got married?,33,nobel,369,<num_years>
How old was Adolf von Baeyer when he won the Nobel Prize for Chemistry?,70,nobel,369,<num_years>
How old was Albert A. Michelson when he first got married?,25,nobel,370,<num_years>
How old was Alessandro Riguccini when he began his career in 1999?,11,martial artist,840,<num_years>
How old was Alexandra Boltasseva when she won her first award?,30,scientist,315,<num_years>
How old was Alicia Coutts when she won her first gold medal at the Pan Pacific Championships in 2014?,27,swimming,665,<num_years>
On what date was Arnold Schwarzenegger born?,"July 30, 1947",body builder,866,"%B %d, %Y"
How old was Alicia Coutts when she won her gold medal in the 2012 Olympics?,25,swimming,665,<num_years>
How old was Alimuddin Zumla when he won the 1999 Weber-Parkes Trust Medal?,44,scientist,364,<num_years>
How old was Alimuddin Zumla when he won the 2021 EU-EDCTP Pascoal Mocumbi Prize?,66,scientist,364,<num_years>
How old was Alojzije Mišić when he became the Bishop of Mostar-Duvno and Apostolic Administrator of Trebinje-Mrkan?,53,christian leader,824,<num_years>
How old was Alojzije Mišić when he was consecrated?,52,christian leader,824,<num_years>
What year was Catch-22 first printed?,1961,book,702,yyyy
What year was Chuck Howley drafted into the NFL?,1958,rugby,74,yyyy
How old was Alphonse Gallegos when he became Auxiliary Bishop of Sacramento?,50,christian leader,829,<num_years>
How old was Alphonse Gallegos when he was appointed Auxiliary Bishop of Sacramento in 1981?,50,christian leader,829,<num_years>
How old was Alphonse Gallegos when he was ordained?,27,christian leader,829,<num_years>
How old was Ambrose Rayappan when he became Archbishop Emeritus of Pondicherry and Cuddalore?,52,christian leader,817,<num_years>
How old was Ambrose Rayappan when he was ordained?,22,christian leader,817,<num_years>
How old was Antiga when he first played for Paris Volley?,22,volleyball,588,<num_years>
How old was Arnold Schwarzenegger when he got married?,39,body builder,866,<num_years>
How old was Arntzen when she began playing for CSM București?,27,handball,493,<num_years>
How old was Arntzen when she began to play for her first senior club?,16,handball,493,<num_years>
How old was Art Carney when he first got divorced?,47,actor,2,<num_years>
How old was Art Wilson when he made his MLB debut in 1908?,23,baseball,400,<num_years>
How old was Aruna Quadri when he reached number 10?,33,tabletennis,710,<num_years>
How old was Aruna Quadri when he won the silver medal in the 2018 Gold Coast Commonwealth Games?,30,tabletennis,710,<num_years>
How old was Aslam Watanjar when he stopped serving in the Afghanistan Army?,46,office holder,913,<num_years>
How many months was Theo Bot Ambassador to Austria?,37,person,915,<num_months>
How old was Aslam Watanjar when he took office as the Minister of Defence?,44,office holder,913,<num_years>
How old was Atkinson when she won her first gold medal?,15,swimming,669,<num_years>
How old was Aude Billard when she was nominated as a Member of SATW?,45,scientist,321,<num_years>
How old was Aude Gemma Billard when she was nominated as a Member of SATW?,45,scientist,321,<num_years>
How old was Aude Gemma Billard when she was nominated as a Member of SATW?,45,scientist,321,<num_years>
How old was B. J. Neufeld when he received his last medal?,36,curling,281,<num_years>
How many days after the 2014 Ludian earthquake were 617 people reported dead?,5,earthquake,1042,<num_days>
How old was Babe Young when he began his MLB career?,21,baseball,401,<num_years>
How old was Babe Young when he made his MLB debut?,21,baseball,401,<num_years>
How old was Bayinnaung when he began his reign as Suzerain of Siam?,48,emperor,119,<num_years>
What year was Confessions of a Dangerous Mind released?,2019,album,948,yyyy
What was Murilo Bustamante's age when he attended the Brazilian National Championship for the first time?,30,martial artist,849,<num_years>
How old was Belus Smawley when he attended Appalachian State in 1939?,21,basketball,566,<num_years>
How old was Benedict Cumberbatch when he began acting?,22,actor,3,<num_years>
How old was Benedict Cumberbatch when he started acting?,22,actor,3,<num_years>
How many months ago were Vancouver City Council members elected in 2018?,50,legislature,935,<num_months>
How many months ago was the most recent Vancouver City Council election?,2,legislature,935,<num_months>
How old was Benny McCoy when he made his MLB debut?,23,baseball,405,<num_years>
How old was Bev Francis when she made her pro debut in 1983?,28,body builder,778,<num_years>
How old was Bev Francis when she turned pro?,28,body builder,778,<num_years>
How many months ago was the Vermont General Assembly general election of 2020?,25,legislature,936,<num_months>
How old was Bill Hosket when he received the NBA champion award in 1970?,24,basketball,569,<num_years>
How old was Blaze Riorden when he won the America East Defensive Player of the Year in 2016?,2,lacrosse,642,<num_years>
What was Shabalin's age when he won his sole Olympic medal?,28,figure skating,748,<num_years>
What year was Eli Manning drafted into the NFL?,2004,rugby,75,yyyy
"How many months before ""Price to Play"" was ""How About You"" released?",8,album,942,<num_months>
How old was Boltasseva when she won Young Elite-Researcher Award from the Danish Councils for Independent Research?,30,scientist,315,<num_years>
How old was Brandon Miller when he won the NLL All-Star award in 2007?,28,lacrosse,644,<num_years>
How old was Braxton when she won a silver medal in Rio de Janeiro?,21,ice hockey,577,<num_years>
How old was Carolijn Brouwer when she first competed in the ISAF World Youth Championships?,18,sailor,668,<num_years>
What was the date of the last flight of the Space Shuttle program?,"July 21, 2011",space program,1062,"%B %d, %Y"
What year was FATE most recently published?,2013,game,1175,yyyy
How many months after the release of the first single did the album Confessions of a Dangerous Mind release?,4,album,948,<num_months>
How old was Carolijn Brouwer when she won her first gold medal at the ISAF World Youth Championships in 1991?,18,sailor,668,<num_years>
What was the difference in days between planned and elapsed time of the Vikram Lander mission duration?,14,space probe,457,<num_days>
How old was Carolijn Brouwer when she won her last gold medal in the World Championships?,25,sailor,668,<num_years>
How old was Charlotte Atkinson when she won the gold medal in the European Championships?,22,swimming,669,<num_years>
How old was Chuck Howley when his NFL career began?,22,rugby,74,<num_years>
How many months after the start of the protests was the death toll 47 police officers and 7 soldiers?,3,current war,964,<num_months>
How old was Claire Leroy when she won gold at the 2007 World Championships?,27,sailor,671,<num_years>
How many months ago could the earliest detainees of the Myanmar Spring Revolution have been detained?,16,current war,964,<num_months>
How old was Claire Leroy when she won her first gold medal at the 2007 World Championships?,27,sailor,671,<num_years>
"How many months after the start of the 2021 Myanmar protests did the death toll reach 2,091?",3,current war,964,<num_months>
How old was Claire Leroy when she won her first World Championships medal?,27,sailor,671,<num_years>
How many months after the war started was the Croatian Army formed?,2,military conflict,966,<num_months>
How old was Cody Ware when he competed in the NASCAR PEAK Mexico Series?,19,racing,265,<num_years>
How many days after the formation of the Belarusian People's Republic did Belarus gain independence from Russia?,17,country,438,<num_days>
What year was Jeffrey Epstein apprehended?,2019,person,340,yyyy
How old was Cody Ware when he debuted in the NASCAR Cup Series?,22,racing,265,<num_years>
How old was Cody Ware when he first raced in the NASCAR PEAK Mexico Series in 2014?,19,racing,265,<num_years>
How old was Cumberbatch when his career began?,22,actor,3,<num_years>
How old was Daria Timoshenko when she began skating?,5,figure skating,735,<num_years>
How old was Dario Franchitti when he won the BRDC Gold Star in 2009?,36,car driver,516,<num_years>
How old was Davy Jones when he made his first Daytona 500 appearance?,31,racing,517,<num_years>
How old was Dawn McEwen when she won the gold at the 2014 Sochi Olympics?,34,curling,288,<num_years>
How old was Dennis Erickson when he won the Big Sky Championship in 1985?,38,nfl,540,<num_years>
How old was Derick Brooks when he was drafted?,22,nfl,547,<num_years>
How old was Derrell Palmer when he entered the NFL draft?,21,nfl,546,<num_years>
How old was Derrell Palmer when he was inducted into the TCU Hall of Fame in 1978?,56,nfl,546,<num_years>
How old was Derrick Brooks when he won NFL Defensive Player of the Year in 2002?,29,nfl,547,<num_years>
How old was Derrick Summers when he played for the Jacksonville Sharks in 2011?,23,nfl,551,<num_years>
How old was Draško Nenadić when he started playing for the national team?,22,handball,492,<num_years>
How old was Dwayne Johnson when he began his wrestling career?,24,wrestling,7,<num_years>
How old was Dwayne Johnson when he made his acting debut?,27,wrestling,7,<num_years>
How old was Emma Kathryn Miskew when she made her first Hearts appearance?,22,curling,291,<num_years>
How old was Emma Miskew when she appeared in the 2018 Olympic Games?,29,curling,291,<num_years>
How old was Emmitt Smith when he began playing for the Dallas Cowboys?,21,rugby,558,<num_years>
How old was Emmitt Smith when he graduated from college?,20,rugby,558,<num_years>
How old was Emmitt Smith when he last played in the Pro Bowl?,30,rugby,558,<num_years>
How old was Emmitt Smith when he received the NFL Most Valuable Player Award in 1993?,24,rugby,558,<num_years>
What year was Jeffrey Epstein first convicted of sex trafficking?,2008,person,340,yyyy
What year was Judah Ben-Hur last portrayed?,2016,character,1101,yyyy
What year was Marina Alabau's most recent appearance in the European Championships?,2012,sailor,688,yyyy
How old was Epstein when he was apprehended?,66,person,340,<num_years>
What was the duration of the 2020 Aegean Sea earthquake in seconds?,16,earthquake,1047,<num_seconds>
How old was Glock during his last entry in the Formula One World Championship?,30,car driver,523,<num_years>
How old was Gordon during his first race in the ARCA Menards Series?,21,car driver,518,<num_years>
How long in months did the 12th Annual Honda Civic Tour last?,2,concert,1034,<num_months>
What date did the 12th Annual Honda Civic Tour start?,"August 1, 2013",concert,1034,"%B %d, %Y"
What date did the 12th Annual Honda Civic Tour end?,"October 6, 2013",concert,1034,"%B %d, %Y"
How old was Gorshkova when she won a gold medal?,22,figure skating,743,<num_years>
How old was Hasanefendić when he managed his first team?,31,handball,503,<num_years>
How many days after the groundbreaking on 11 July 1939 was the construction of All Hallows Twickenham completed?,487,church,719,<num_days>
What year was Monks first released?,1922,character,1104,yyyy
How old was he when he got married?,33,nobel,369,<num_years>
How many months did 14 On Fire last?,9,concert,1035,<num_months>
How old was he when he won the Nobel Prize?,55,nobel,370,<num_years>
"How many days after the London premiere on October 8, 1941, did the movie ""49th Parallel"" premiere in the USA (New York)?",148,movie,1078,<num_days>
How old was he when he won the Nobel?,70,nobel,369,<num_years>
"What was the longest span between championships in Cricket ODI for Australia, in years?",12,cricket team,1164,<num_years>
How many days before his death was Jeffrey Edward Epstein apprehended?,35,person,340,<num_days>
How many days before the 1960 Agadir earthquake were the first foreshocks?,6,earthquake,1036,<num_days>
How many months did people experience the effects of the 1960 Agadir earthquake?,3,earthquake,1036,<num_months>
How many months after the first foreshock was the last aftershock?,2,earthquake,1036,<num_months>
On what date was the first foreshock of the 1960 Agadir earthquake?,"February 23, 1960",earthquake,1036,"%B %d, %Y"
How many days did it take for Ingenuity from the date of deployment to its first flight?,16,space probe,1206,<num_days>
How many days did it take for Mars Express to reach Mars?,206,space probe,452,<num_days>
"How many days did it take to record ""2 of Amerikaz Most Wanted""?",1,music,1066,<num_days>
"What was the maximum setup time required for Arkham Horror: The Card Game, in minutes?",15,game,1161,<num_minutes>
How old was Heiko Kroeger when he won a gold medal at the 2000 Olympics?,34,sailor,677,<num_years>
What date was the last show of the Better Day World Tour?,"December 1, 2011",concert,1054,"%B %d, %Y"
What date was the first day you could attend a show on the Better Day World Tour?,"July 17, 2011",concert,1054,"%B %d, %Y"
"How many days did Jeffrey Epstein live after he was apprehended on July 6, 2019?",35,person,340,<num_days>
How many days did the Better Day World Tour last?,137,concert,1054,<num_days>
How old was Heiko Kroeger when he won his first gold medal at the 2000 Paralympic Games?,34,sailor,677,<num_years>
What was the most recent year Frank Urso was on the All-American team?,1976,lacrosse,656,yyyy
How old was Henrieta Farkašová when she first competed in the IPC Alpine Skiing World Championships in 2009?,23,skier,791,<num_years>
On what date did the dissolution of the Soviet Union begin?,"November 16, 1988",event,1056,"%B %d, %Y"
What year was Monks last portrayed in a television miniseries?,2007,character,1104,yyyy
How old was Henrieta Farkašová when she won a gold medal at the 2022 Olympics?,36,skier,791,<num_years>
What was the most recent year Roy Emerson won the Australian Open?,1969,tennis,50,yyyy
How old was Henrieta Farkašová when she won her last gold medal at the 2022 Beijing Games?,36,skier,791,<num_years>
How old was Hewitt when he played for the Chicago Bulls?,30,basketball,568,<num_years>
What was the most recent year that Wang Xiaoli received a medal at the Asian Junior Championships?,2007,badminton,174,yyyy
What year was Monks last released in film form?,1982,character,1104,yyyy
How many months after the first crewed flight was the last flight?,363,space program,1062,<num_months>
What was the opening date of the New York Stock Exchange?,"May 17, 1792",monument,626,"%B %d, %Y"
What year was Monks portrayed by Carl Stockdale?,1922,character,1104,yyyy
"What was the release date of ""8 Mile""?","November 8, 2002",movie,1077,"%B %d, %Y"
How many days did the Ethiopian Civil War last?,6102,civil war,979,<num_days>
"What was the release date of the single ""Homicide"" from the Confessions of a Dangerous Mind album?","May 3, 2019",album,948,"%B %d, %Y"
"How many months after being recorded was ""2 of Amerikaz Most Wanted"" released?",7,music,1066,<num_months>
How old was Hulk Hogan when he married Linda Hogan?,30,wrestling,339,<num_years>
How old was Janice Lawrence Braxton when she entered the WNBA Draft?,35,ice hockey,577,<num_years>
How old was Janice Lawrence Braxton when she played in the Olympic Games?,22,ice hockey,577,<num_years>
What year was Percy Faith born?,1908,musician,472,yyyy
What year was Probe originally released?,1964,board game,1188,yyyy
How old was Jeelani when he first played for the Dallas Mavericks?,26,ice hockey,561,<num_years>
How old was Jeffrey Edward Epstein at the time of his 13-month penalty?,55,person,340,<num_years>
What year was Roy Emerson inducted into the International Tennis Hall of Fame?,1982,tennis,50,yyyy
How old was Jeffrey Epstein when he was apprehended in 2019?,66,person,340,<num_years>
"On what date was ""21st Century Breakdown"" released?","December 21, 2009",song,1070,"%B %d, %Y"
What was the span in years between his first and last win on the IndyCar circuit?,10,car driver,521,<num_years>
What year was the B-24 Skua introduced?,1938,aircraft,226,yyyy
How old was Jeffrey Epstein when he was convicted in 2008?,55,person,340,<num_years>
What year was the book Catch-22 first published?,1961,book,702,yyyy
How old was Kaija Parve when she went to her first World Cup?,20,skier,793,<num_years>
What was the time difference in years between the first and last Sri Lankan T20I?,16,national cricket team,1191,<num_years>
How old was Kaija Parve when she won her last gold medal at the 1988 Chamonix World Championships?,24,skier,793,<num_years>
What were the first and last years Shabalin won a medal?,"2000, 2010",figure skating,748,
What year was the Delaware Extension closed for Penn Central?,1976,rail line,1094,yyyy
What year was the Delaware Extension opened for Penn Central?,1968,rail line,1094,yyyy
How old was Kristina Gorshkova when she began skating?,4,figure skating,743,<num_years>
What years did Brandon Miller win more than one award?,"2007, 2008, 2013, 2014",lacrosse,644,
What year was the first edition hardback of Catch-22 released?,1961,book,702,yyyy
What years did Carolina Albuquerque win medals in Asia?,"1999, 2005, 2006, 2008",volleyball,93,
What years did Frank Urso earn more than one title?,"1974, 1975, 1976",lacrosse,656,
When did OSC Metalist Stadium first open?,1926,stadium,627,yyyy
How many days longer was the period between the aftershocks compared to the foreshocks?,20,earthquake,1036,<num_days>
What date was the 49th Parallel first released in the US?,"April 15, 1942",movie,1078,"%B %d, %Y"
How many months after the UK nationwide release was the US nationwide release?,5,movie,1078,<num_months>
How many months after the New York City premiere was 49th Parallel released to the rest of the country?,1,movie,1078,<num_months>
"When was ""2 of Amerikaz Most Wanted"" first available for purchase?","May 7, 1996",music,1066,"%B %d, %Y"
How many minutes shorter is an Access Hollywood episode on weekends compared to weekdays?,22,show,1085,<num_minutes>
How old was Marina Alabau when she competed in the 2012 Olympic Games?,27,sailor,688,<num_years>
How old was Marina Alabau when she won the gold medal at the 2012 Olympics?,27,sailor,688,<num_years>
What year was the first edition of Arkham Horror: The Card Game released?,2016,game,1161,yyyy
What year was the first edition of Atlantis released?,1984,board game,1163,yyyy
What year was the first edition of Catan published?,1995,board game,1147,yyyy
How old was Marja-Liisa Kirvesniemi when she first won an Olympic gold medal?,29,skier,804,<num_years>
How old was Marja-Liisa Kirvesniemi when she got divorced?,56,skier,804,<num_years>
What year was the first renovation of the Birmingham–Jefferson Convention Complex?,2009,monument,751,yyyy
What year was the first time that Dawn McEwen made an appearance at the World Championships?,2008,curling,288,yyyy
What year was the first time that you could play Arkham Horror: The Card Game?,2016,game,1161,yyyy
What year was the follow-up to Catch-22 published?,1994,book,702,yyyy
What year was the last television special featuring Rudolph the Red-Nosed Reindeer?,2010,character,1095,yyyy
How old was Marja-Liisa Kirvesniemi when she won her first gold medal at the 1978 World Championships?,23,skier,804,<num_years>
"What year was the live version of ""3 a.m. Eternal"" released?",1991,music,1071,yyyy
How old was Max Aaron when he began skating?,4,figure skating,747,<num_years>
What year was the most illustrious of Brooks's career?,2002,nfl,547,yyyy
What year was the most recent edition of Atlantis released?,2019,board game,1163,yyyy
What year was the most recent edition of Catan published?,2015,board game,1147,yyyy
How old was Maxim Shabalin when he began skating?,5,figure skating,748,<num_years>
How old was Maxim Shabalin when he began skating?,5,figure skating,748,<num_years>
"What year was the movie ""8 Mile"" released?",2002,movie,1077,yyyy
What year was the New York Stock Exchange founded?,1792,monument,626,yyyy
How old was McCoy when he made his MLB debut?,23,baseball,405,<num_years>
How old was Melissa L. Coates when her professional career started?,31,body builder,806,<num_years>
What year was the Palace of Westminster built?,1016,monument,726,yyyy
"What year was the single ""2 of Amerikaz Most Wanted"" released?",1996,music,1066,yyyy
"What year was the single ""21st Century Breakdown"" released?",2009,music,1070,yyyy
What year was the University of Cambridge established?,1209,university,606,yyyy
What date did the Indian Navy commission INS Vikramaditya?,"November 16, 2013",navy vessel,1109,"%B %d, %Y"
What date did the Russians sell the INS Vikramaditya to the Indian Navy?,"January 20, 2004",navy vessel,1109,"%B %d, %Y"
What date was the INS Vikramaditya launched?,"December 4, 2008",navy vessel,1109,"%B %d, %Y"
What date was the INS Vikramaditya commissioned?,"November 16, 2013",navy vessel,1109,"%B %d, %Y"
How old was Michael Owen when he joined Real Madrid?,25,footballer,479,<num_years>
How old was Minaj when her career began?,22,musician,347,<num_years>
How old was Mohammad Yamin when he became Minister of Information?,59,office holder,861,<num_years>
How many months after its launch was INS Trishul officially commissioned?,19,navy vessel,1113,<num_months>
How many months after INS Trishul was ordered was it officially commissioned?,67,navy vessel,1113,<num_months>
How old was Mohammad Yamin when he became Minister of National Education in 1953?,50,office holder,861,<num_years>
How old was Mohammad Yamin when he took office as the 6th Minister of Law?,47,office holder,861,<num_years>
How many days passed between the launch date and landing date of Chandrayaan-2?,46,space probe,457,<num_days>
How old was Mohammad-Ali Foroughi the year he took office as Minister of Justice?,36,office holder,928,<num_years>
How old was Mohammad-Ali Foroughi when he became a member of the Parliament of Iran?,32,office holder,928,<num_years>
How old was Murilo Bustamante when he began his MMA career?,25,martial artist,849,<num_years>
How old was Murilo Bustamante when he won the gold medal at the 1999 Brazilian National Championship?,33,martial artist,849,<num_years>
What date was the Firefly's first flight?,"December 22, 1941",aircraft,1128,"%B %d, %Y"
How old was Nicki Minaj when she ended her partnership with Safaree Samuels?,32,musician,347,<num_years>
How old was Nicki Minaj when she got married?,36,musician,347,<num_years>
How old was Nicki Minaj when she married Kenneth Petty in 2019?,37,musician,347,<num_years>
How old was Novak Djokovic when he competed in the Olympic Games?,21,tennis,509,<num_years>
How old was Owen when he began his senior career?,17,footballer,479,<num_years>
How old was Percy Faith when he died?,67,musician,472,<num_years>
How old was Percy Faith when he died?,67,musician,472,<num_years>
How old was Peter III when he became King of Aragon and Valencia?,37,emperor,122,<num_years>
